actor_id,canonical_name,mitre_group_id,is_profiled,catalog_slugs,mention_source_count,mention_count,aliases
actor-census--sha256:5098f713e5b0af7dc7d59fc4fad822906e6dda43bbd25ec45d897c1aab8beb71,Foxy Panda,,false,[],4,5,"[""Foxy Panda""]"
actor-census--mitre:G0101,Frankenstein,G0101,false,[],1,1,"[""Frankenstein""]"
actor-census--sha256:75923af40db5ba12a3cb1c094c63712cd57c879ef36b1a6f512ba436b8384a8d,FruityArmor,,false,[],8,25,"[""FruityArmor""]"
actor-census--sha256:4a97feea97652b055514bfb08b6feda73267dc2db6c56ece13d1b1c6697bf91e,FullofDeep,,false,[],1,2,"[""FullofDeep""]"
actor-census--mitre:G0093,GALLIUM,G0093,false,[],9,31,"[""GALLIUM"", ""Granite Typhoon"", ""Soft Cell"", ""UNSC 2814""]"
actor-census--mitre:G0084,Gallmaker,G0084,false,[],3,15,"[""Gallmaker""]"
actor-census--mitre:G0036,GCMAN,G0036,false,[],3,15,"[""GCMAN""]"
actor-census--sha256:b2a098121c161d4c5a5c80e82a29fbe20f2ae82d943b5b7980006b51cae8e4f2,Gekko Jackal,,false,[],1,1,"[""Gekko Jackal""]"
actor-census--mitre:G0141,Gelsemium,G0141,false,[],7,14,"[""Gelsemium""]"
actor-census--sha256:69bc9e0f68800ce547d81c8516dfde53bb47d2ebc485eb573fbcdf884369b0f4,Ghost Jackal,,false,[],4,4,"[""Ghost Jackal""]"
actor-census--sha256:c9af3fe480a2bfbad299408d0be6ad5af83a80b91c958b5fdd5ed37609d15e3f,GhostSec,,false,[],13,22,"[""GhostSec""]"
actor-census--sha256:64c393506db87e3ffa5f93fa9577b98540275aac3d9118181e70d50972c4f44f,Ghoul,,false,[],5,16,"[""Ghoul""]"
actor-census--sha256:5cdee9babaac236142ab71ad8f1f238943cf80513770fcb20322f66726eca639,Gibberish Panda,,false,[],2,3,"[""Gibberish Panda""]"
actor-census--sha256:0ac602b8c78837c13bb3eaca074e8db9129ac98046a88a672df233a78f8605b9,Goblin Panda,,false,[],11,43,"[""China1937CN Team"", ""Conimes Team"", ""Cycldek"", ""Earth Zhulong"", ""Goblin Panda"", ""Hellsing"", ""Temp.Conimes""]"
actor-census--sha256:cc9fe54739628c7242b4c88ff33b1e68063c5c586654b1bce59e38c66eed0e44,Gold lowell,,false,[],7,23,"[""Boss Spider"", ""Gold lowell""]"
actor-census--mitre:G0115,GOLD SOUTHFIELD,G0115,false,[],10,30,"[""GOLD SOUTHFIELD"", ""Pinchy Spider""]"
actor-census--sha256:1f4a281be9e5bd55c6b6afdddba24b96efc39f56692f958f3efbcd83f825545a,Golden Chickens,,false,[],4,12,"[""Golden Chickens""]"
actor-census--mitre:G0078,Gorgon Group,G0078,false,[],6,29,"[""Aggah"", ""Gorgon Group"", ""Subaat""]"
actor-census--sha256:0c22f2cea929a4305f4bf1c2d61787d62936ba3e312bc5436c167caf2a85a0e4,GOSSIPGIRL,,false,[],2,6,"[""GOSSIPGIRL""]"
actor-census--sha256:d90d3612db1299ce3f6659ed36086ea9a049466dbdaa1019a1b6eecca202c818,GravityRAT,,false,[],1,3,"[""GravityRAT""]"
actor-census--sha256:00c8d84fd760ed91d4ac3f141b25ca4c1bb3f64c7925e45cbb9b7dde115db67b,Greenbug,,false,[],9,26,"[""Greenbug""]"
actor-census--sha256:404c4307d6a2920aba0e615fee11562fcb767198d794c7d66af69aadd6f9a80f,GreyEnergy Group,,false,[],1,1,"[""GreyEnergy Group""]"
actor-census--sha256:3b628ca8b8b1df1a021207b9c7e7b9e01e6ed8e3e34459e045c1f05501730eb6,Group 27,,false,[],4,18,"[""Group 27""]"
actor-census--mitre:G0043,Group5,G0043,false,[],10,20,"[""Group5""]"
actor-census--sha256:8dbd0bc16ec123900e39b41b57de5d053ba565c27f6b765989c597f079d6b264,GRU GTsST (Main Center for Special Technology),,false,[],1,1,"[""GRU GTsST (Main Center for Special Technology)""]"
actor-census--mitre:G0125,HAFNIUM,G0125,false,[],11,33,"[""HAFNIUM"", ""Operation Exchange Marauder"", ""Silk Typhoon"", ""UNC2639, UNC2640, UNC2643""]"
actor-census--sha256:86f190e85103fb5f7297060a27257b7a29922a4a232bac92fcf299a75fbd1f54,Hammer Panda,,false,[],4,7,"[""Hammer Panda""]"
actor-census--sha256:5636d85b106cf691d0a9b16ff0a573d2e5deb51a6669e90906d2bbf94b527abf,Hellsing APT,,false,[],1,1,"[""Hellsing APT""]"
actor-census--mitre:G1001,HEXANE,G1001,false,[],17,60,"[""HEXANE"", ""Lyceum"", ""LYCEUM"", ""Siamesekitten"", ""Spirlin""]"
actor-census--mitre:G0126,Higaisa,G0126,false,[],10,22,"[""Higaisa""]"
actor-census--mitre:G0072,Honeybee,G0072,false,[],6,19,"[""Honeybee""]"
actor-census--sha256:fb1fd14c5a570eb37b2c5e419dc933bfa7ce85b1ba5608189bc4f4d0c0feff17,Hound Spider,,false,[],1,1,"[""Hound Spider""]"
actor-census--sha256:26b0324e07188482b999d0f59b0fe354a2f5f7cc44c381ccde7fd41022b13099,Hurricane Panda,,false,[],23,67,"[""APT31"", ""Black Vine"", ""BRONZE VINEWOOD"", ""Hurricane Panda"", ""TA412"", ""TEMP.Avengers"", ""Zirconium""]"
actor-census--sha256:99bafb1d500f1078842fbf8aab8b6e45a91b141d74ad7fa9e545a5a819f173df,IamtheKing,,false,[],4,13,"[""IamtheKing"", ""Powerpool""]"
actor-census--sha256:8fe65ac84ea7486cd0a4d495b306e0c59f9e1b9312854dc11771ed18db4ac2de,Ice Fog,,false,[],12,35,"[""Dagger Panda"", ""Fucobha"", ""Ice Fog"", ""ICEFOG"", ""IceFog"", ""Temp.Trident""]"
actor-census--sha256:32c01d8aaab8e2fe79d1ef5d97908f5a655a932e219d6a0ae0c4993aa475ee38,Impersonating Panda,,false,[],4,5,"[""Impersonating Panda""]"
actor-census--mitre:G1032,INC Ransom,G1032,false,[],15,23,"[""GOLD IONIC"", ""INC Ransom""]"
actor-census--mitre:G0100,Inception,G0100,false,[],34,67,"[""Blue Odin"", ""Cloud Atlas"", ""Inception"", ""Inception Framework"", ""MITRE: G0100""]"
actor-census--mitre:G0136,IndigoZebra,G0136,false,[],1,5,"[""IndigoZebra""]"
actor-census--mitre:G0119,Indrik Spider,G0119,false,[],30,86,"[""DEV-0243"", ""Evil Corp"", ""Indrik Spider"", ""Manatee Tempest"", ""UNC2165""]"
actor-census--sha256:12103d1a3b051f8ef8c1a78f8e8a7626a1c23681dd8cb7c815066a0efcf9f98f,InvisiMole,,false,[],14,35,"[""InvisiMole""]"
actor-census--sha256:982556867e7a3854075cfb55b45d31b2cc574a729f368455f4b0c26b5b58dfa0,IronHusky,,false,[],5,8,"[""IronHusky""]"
actor-census--sha256:c7e41997a9edc462b687ee8d9c5412b491af6e11dd65a1a0848eef939f0e9360,ItaDuke,,false,[],3,6,"[""ItaDuke""]"
actor-census--sha256:7adbdddf5e362639fa904e450f56efe7770d8a367abdf1d8f714b78267321ec0,Judgement Panda,,false,[],4,4,"[""Judgement Panda""]"
actor-census--sha256:a6ad4d1e4c93fe5a5868168cad8fbb0621d159a67713b966b18d7004a9986f9e,Karakurt,,false,[],11,15,"[""Karakurt""]"
actor-census--mitre:G0004,Ke3chang,G0004,false,[],33,113,"[""APT15"", ""BackdoorDiplomacy"", ""GREF"", ""ke3chang"", ""Ke3chang"", ""Ke3Chang"", ""Lurid"", ""Metushy"", ""Mirage"", ""Mirage Team"", ""NICKEL"", ""Nylon Typhoon"", ""Playful Dragon"", ""Playful Taurus"", ""Royal APT"", ""RoyalAPT"", ""Social Network Team"", ""Vixen Panda"", ""Winnti Umbrella""]"
actor-census--sha256:cde550397b91377ef6a3022fac5bf73df2e4c598bc513fe7ba231c3c498fc597,Keksec,,false,[],6,24,"[""FreakOut"", ""Kek Security"", ""Keksec"", ""Necro""]"
actor-census--mitre:G1004,LAPSUS$,G1004,false,[],24,71,"[""DEV-0537"", ""LAPSUS$"", ""Strawberry Tempest""]"
actor-census--mitre:G0140,LazyScripter,G0140,false,[],2,2,"[""LazyScripter""]"
actor-census--sha256:e3456bc1f4d270f4a97933758645fdc21e39642b31ca343c1818f7972ac27906,LEAD,,false,[],11,19,"[""LEAD"", ""Winnti Umbrella""]"
actor-census--mitre:G0077,Leafminer,G0077,false,[],7,24,"[""Flash Kitten"", ""Leafminer"", ""Raspite""]"
actor-census--mitre:G0065,Leviathan,G0065,false,[],27,86,"[""APT40"", ""BRONZE MOHAWK"", ""Gadolinium"", ""GADOLINIUM"", ""Gingham Typhoon"", ""Hainan Xiandun Technology Company"", ""Kryptonite Panda"", ""Leviathan"", ""MUDCARP"", ""Red Ladon"", ""ScanBox"", ""TA423"", ""Temp.Jumper"", ""TEMP.Jumper"", ""TEMP.Periscope"", ""Temp.Periscope""]"
actor-census--sha256:12bce488ec9f01411d36944d893f447731f07228f40575750ecd760e22062c65,Lilac Typhoon,,false,[],1,2,"[""DEV-0234"", ""Lilac Typhoon""]"
actor-census--mitre:G0030,Lotus Blossom,G0030,false,[],13,48,"[""Bilbug"", ""DRAGONFISH"", ""Esile"", ""Lotus Blossom"", ""RADIUM"", ""Raspberry Typhoon"", ""Spring Dragon"", ""ST Group"", ""Thrip""]"
actor-census--sha256:987133ee4e585834b473380c32df6e78e385eade55f8ce9d63caf876fffe5ef9,Lucky Cat,,false,[],5,21,"[""Lucky Cat"", ""SabPub"", ""Shadow Network"", ""TA413 (Proofpoint)""]"
actor-census--sha256:2291d6f4864b2acce80e824e77ccb95ff34890619ec532646de645776b71960b,Lunar Spider,,false,[],8,26,"[""Lunar Spider""]"
actor-census--sha256:fa5438fb68c2fd6231f421031e036926b9e2b27f6586f546ac133714c1ed248b,LuoYu,,false,[],5,9,"[""LuoYu""]"
actor-census--sha256:aa728235a27e854b9e3c00a66c07224cc2401894419576c5c72487a3e145e44c,Madi,,false,[],5,19,"[""Madi""]"
actor-census--sha256:c4c3db5582ce2c51fc2502ba8c76664b041bb75be7bfa7f22ed552e1cac000d0,Magnetic Spider,,false,[],2,2,"[""Magnetic Spider""]"
actor-census--sha256:f9be476aec4890f83b8fed4bc8dbdf17d8f7ae1ed884e375516292aed2e8905a,MalKamak,,false,[],2,6,"[""MalKamak""]"
actor-census--mitre:G1026,Malteiro,G1026,false,[],0,0,"[""Malteiro""]"
actor-census--sha256:90a4e103d9a251fb1f2fc27691b120bc2e6e603169da0cd987b83963b5baafbc,Mana Team,,false,[],1,3,"[""Mana Team""]"
actor-census--mitre:G1051,Medusa Group,G1051,false,[],0,0,"[""Medusa Group""]"
actor-census--mitre:G0045,menuPass,G0045,false,[],20,76,"[""APT10"", ""BRONZE RIVERSIDE"", ""Cicada"", ""Cloud Hopper"", ""CVNX"", ""DEV-0401"", ""HOGFISH"", ""Hogfish"", ""menuPass"", ""MenuPass Team"", ""POTASSIUM"", ""Red Apollo"", ""Stone Panda"", ""TA429"", ""TALONITE""]"
actor-census--sha256:57d927a058944ddbf219bed5cbfbfeb2f882468a20917896461f425cf54ae0b0,Mimic Spider,,false,[],1,1,"[""Mimic Spider""]"
actor-census--mitre:G1054,MirrorFace,G1054,false,[],5,15,"[""Earth Kasha"", ""MirrorFace""]"
actor-census--mitre:G0002,Moafee,G0002,false,[],4,16,"[""Moafee""]"
actor-census--sha256:44fa697b41c317b6c437e2de94cf1904e78825ddd48d8c5380eaa2f9a6fee524,ModifiedElephant,,false,[],4,15,"[""ModifiedElephant""]"
actor-census--mitre:G0103,Mofang,G0103,false,[],4,17,"[""Mofang""]"
actor-census--sha256:4bfd1bc483d447c9e12c5b4c8531175aad8dc0a7865619e42ceaba7e982b02ea,Mofang,,false,[],4,20,"[""BRONZE WALKER"", ""Mofang"", ""Whitefly""]"
actor-census--sha256:085bd3c9200aa5f43bbd4e93750f6b1a05a9f17101ee1d8962079b7ce611878e,Monty Spider,,false,[],2,6,"[""Monty Spider""]"
actor-census--mitre:G1036,Moonstone Sleet,G1036,false,[],14,33,"[""Moonstone Sleet"", ""Storm-1789""]"
actor-census--mitre:G1009,Moses Staff,G1009,false,[],11,33,"[""DEV-0500"", ""Marigold Sandstorm"", ""Moses Staff""]"
actor-census--mitre:G1019,MoustachedBouncer,G1019,false,[],1,1,"[""MoustachedBouncer""]"
actor-census--sha256:910f858af9007d53fbae4866b66071c209bd1b2483c8d35d52099be253cb82b0,Mummy Spider,,false,[],10,44,"[""Mealybug"", ""Mummy Spider"", ""TA542""]"
actor-census--mitre:G0129,Mustang Panda,G0129,false,[],42,138,"[""BRONZE PRESIDENT"", ""CAMARO DRAGON"", ""ClumsyToad"", ""EARTH PRETA"", ""Earth Preta (TrendMicro)"", ""FIREANT"", ""HIVE0154"", ""HoneyMyte"", ""Luminous Moth"", ""LUMINOUS MOTH"", ""LuminousMoth"", ""Mustang Panda"", ""Red Lich"", ""RedDelta"", ""STATELY TAURUS"", ""TA416"", ""TANTALUM"", ""TEMP.Hex"", ""Temp.Hex"", ""TWILL TYPHOON"", ""UNC6384""]"
actor-census--mitre:G1020,Mustard Tempest,G1020,false,[],9,23,"[""DEV-0206"", ""GOLD PRELUDE"", ""Mustard Tempest"", ""Purple Vallhund"", ""TA569"", ""UNC1543""]"
actor-census--mitre:G0019,Naikon,G0019,false,[],10,32,"[""APT30"", ""Lotus Panda"", ""Naikon"", ""PLA Unit 78020"", ""Thrip, Billbug""]"
actor-census--sha256:306e0379f9ef0a0f16d9c5ec1ff2849f9b39e6fe354d1f966f3555fca5a463e6,NB65,,false,[],5,7,"[""NB65""]"
actor-census--mitre:G0055,NEODYMIUM,G0055,false,[],5,19,"[""NEODYMIUM""]"
actor-census--sha256:f107671b59f79a424eec5df4d0e898d0ffecaf939b9113c5752a895129b114d9,NetTraveler,,false,[],4,20,"[""APT21"", ""Lanzhou PLA Unit"", ""NetTraveler""]"
actor-census--mitre:G0014,Night Dragon,G0014,false,[],6,19,"[""Night Dragon""]"
actor-census--sha256:3b0670edbf401d076e706ec0790549f06e7ed016af2a52a3cdff5117e66984a3,Nightshade Panda,,false,[],5,21,"[""APT9"", ""FlowerLady"", ""Nightshade Panda""]"
actor-census--sha256:dd988148dd5a78a09b231fc7386d76106206c0c5015e34cb1afd60cd3068866a,Nomad Panda,,false,[],7,9,"[""Nomad Panda""]"
actor-census--sha256:014b5f09a295b8c2500a4c872d91fbf07ca10c41abb67caa5c65a8514e8493d3,NoName,,false,[],3,3,"[""NoName""]"
actor-census--sha256:2203bf1bccd763c2c1efb9d0d8d297e1bf830b1d82894fd6e50495066953c9da,OnionDog,,false,[],2,8,"[""OnionDog""]"
actor-census--mitre:G0116,Operation Wocao,G0116,false,[],0,0,"[""Operation Wocao""]"
actor-census--mitre:G0071,Orangeworm,G0071,false,[],7,29,"[""Orangeworm""]"
actor-census--sha256:4f4700a47131a448b819c685ee000d94e3b0ae0355dd742a43663701250ff283,Overlord Spider,,false,[],2,2,"[""Overlord Spider""]"
actor-census--sha256:123be86c62894210ba12bcdffea43ddae343f82ac90c7160696cfc1112c813d4,Pacha Group,,false,[],4,16,"[""Pacha Group""]"
actor-census--sha256:aae980b1fc3313ee6e0fc4e5b7ec1caf00acb64431c6d12a9cd777266086e94a,Pale Panda,,false,[],2,2,"[""Pale Panda""]"
actor-census--sha256:054ed08498d6f10708577377eef038a2719f6a43347f52afe120aa902f872ee2,PassCV,,false,[],7,28,"[""China Cracking Group"", ""PassCV"", ""TG-3279"", ""Winnti Umbrella""]"
actor-census--sha256:25d7bd1d837c1f34a13f7a9b9ac0989dac8a7358f55e83535c7df1129a9147b6,Peach Sandstorm,,false,[],28,90,"[""APT33"", ""HOLMIUM"", ""Peach Sandstorm"", ""Refined Kitten""]"
actor-census--sha256:e56fa849b910e33b365e0786cf4d107b67285df17ca31b8ab48cfa42e7c327db,Pearl Sleet,,false,[],1,4,"[""DEV-0215 (LAWRENCIUM)"", ""LAWRENCIUM"", ""Pearl Sleet""]"
actor-census--sha256:48e27f47d19303599983d525a902d5ec0c17da90d52c30084ecd823e08877646,Phlox Tempest,,false,[],2,6,"[""Choziosi loader"", ""Chrome Loader"", ""ClickPirate"", ""DEV-0796"", ""Phlox Tempest""]"
actor-census--mitre:G0011,PittyTiger,G0011,false,[],6,22,"[""Pitty Panda"", ""Pitty Tiger"", ""PittyTiger""]"
actor-census--sha256:d70c045432030b6bcc71dacb204862b883ca05bb98cc8812c77e5b2613cb45c2,Pizzo Spider,,false,[],1,1,"[""Pizzo Spider""]"
actor-census--mitre:G1040,Play,G1040,false,[],90,251,"[""Play""]"
actor-census--sha256:b18e2a745516011fe0250fbcd4592ef66e1e9bf0482dfefe4a95847557a9fa9a,Poison Carp,,false,[],5,14,"[""Earth Empusa"", ""Poison Carp""]"
actor-census--sha256:7de4a404d4dc4cc67d3d8be6257526947097c46032bdcd4f4604b128e49a50c4,Poisonous Panda,,false,[],3,4,"[""Poisonous Panda""]"
actor-census--mitre:G1005,POLONIUM,G1005,false,[],14,46,"[""Plaid Rain"", ""POLONIUM""]"
actor-census--sha256:f9f66427da5cc2c77c7c049005f56baf213fae6ebc9afb96c26822e80bf5d2cf,Poseidon,,false,[],8,21,"[""Poseidon""]"
actor-census--mitre:G0033,Poseidon Group,G0033,false,[],3,15,"[""Poseidon Group""]"
actor-census--sha256:2e5a9bc7e8d992d663d4e157676c85ba71548605880feeec09aa0aef30550323,Predator Panda,,false,[],4,5,"[""Predator Panda""]"
actor-census--sha256:bea90d3a8bc740d93f341b7282f712acfa329f60179d806e771458cef4ed07a3,Predatory Sparrow,,false,[],9,15,"[""Predatory Sparrow""]"
actor-census--sha256:f805a850462568e5e0bbd0171dc12315ea02e8dcb56adaae251ce97b33595ef9,Prince of Persia,,false,[],5,17,"[""APT-C-50"", ""Prince of Persia""]"
actor-census--sha256:e5ee3bfe3f4760dbf72f1d6ae646f283477be40887e2a950ee253492635a5ea9,Pumpkin Sandstorm,,false,[],11,30,"[""DEV-0146"", ""Pumpkin Sandstorm"", ""ZeroCleare""]"
actor-census--mitre:G0024,Putter Panda,G0024,false,[],6,26,"[""APT2"", ""Group 36"", ""MSUpdater"", ""PLA Unit 61486"", ""Putter Panda"", ""SearchFire"", ""TG-6952""]"
actor-census--sha256:c2773796f87cacc53115b348aee3043facad5be6932fd94f57f0ecc14fa2c26a,Radio Panda,,false,[],3,7,"[""Radio Panda""]"
actor-census--mitre:G0075,Rancor,G0075,false,[],4,20,"[""Rancor"", ""RANCOR""]"
actor-census--sha256:22aeece32298e3b29c1bdeb7521a9c57718c12626575666bf9af2d5bfd2c734d,Raspberry Typhoon,,false,[],12,47,"[""APT30"", ""LotusBlossom"", ""RADIUM"", ""Raspberry Typhoon""]"
actor-census--sha256:31b0e61c1e01fcdb35d3db517408e77d745ae485e27e369b9ee71bf7b71e177c,RedAlpha,,false,[],4,8,"[""RedAlpha""]"
actor-census--mitre:G1039,RedCurl,G1039,false,[],1,1,"[""RedCurl""]"
actor-census--mitre:G1042,RedEcho,G1042,false,[],3,9,"[""RedEcho""]"
actor-census--sha256:fe9f53f95f71e78b2be198926b1c114428a2f8002c1bb6070b902fe77b2f08ec,RedFoxtrot,,false,[],7,21,"[""RedFoxtrot""]"
actor-census--sha256:2d61777194b3faa08fdfd5a2fd0fb7d54fcd2d28d24eae9ddc550f498ba8a3f6,Revil,,false,[],40,105,"[""GrandCrab"", ""Revil"", ""Water Mare""]"
actor-census--sha256:a64079ae7afe3c67e8970b3b2700b9897388688fbad209fbe464f089c27e882e,Roaming Mantis,,false,[],5,13,"[""Roaming Mantis"", ""Shaoye""]"
actor-census--sha256:1752784a41bc4b0b652b0fd82ea0eeb367f7c377630b612a3106c9e7c27db471,Roaming Tiger,,false,[],4,15,"[""Roaming Tiger""]"
actor-census--mitre:G0106,Rocke,G0106,false,[],6,29,"[""Iron Group"", ""Rocke""]"
actor-census--sha256:24cd919a38d20f8d5af56001a81e550d1ca11973a693d98bbba1c8561790d2c5,Ruby Sleet,,false,[],10,31,"[""CERIUM"", ""Ruby Sleet""]"
actor-census--sha256:04549180f23a285b10708a4781b82c75122873a7f59868bdfb8b324aab666d92,Sabre Panda,,false,[],2,2,"[""Sabre Panda""]"
actor-census--mitre:G1045,Salt Typhoon,G1045,false,[],16,39,"[""Salt Typhoon""]"
actor-census--sha256:84a731da94efc561be5523eea8ab865b6c9a665c86df1f36f98f3d4d8df2559a,Sandcat,,false,[],6,16,"[""Sandcat""]"
actor-census--sha256:1685e72166dbd9d8c0eb623ff54ec854910d2dbc67b7f289bdc137089ec1cf77,Sangria Tempest,,false,[],37,121,"[""Carbon Spider"", ""ELBRUS"", ""FIN7"", ""Sangria Tempest""]"
actor-census--sha256:aa0b9461f91b9b7e6174f24902603628726bf9bebbd7a22be05c2c83aaca217c,Scarab,,false,[],4,7,"[""Scarab""]"
actor-census--mitre:G0029,Scarlet Mimic,G0029,false,[],5,20,"[""Scarlet Mimic""]"
actor-census--mitre:G1015,Scattered Spider,G1015,false,[],45,132,"[""Octo Tempest"", ""Roasted 0ktapus"", ""Scattered Spider"", ""Storm-0875"", ""UNC3944""]"
actor-census--sha256:9bbae05cba6abea0b4b25fb61a66859550e322b414ed04ebcba2c16b3c3de6f9,SectorJ04,,false,[],3,7,"[""SectorJ04""]"
actor-census--sha256:fabc5a74e8d14a054e62cb6e6fbe148bfa7d09268068bd2776ca6987832bc397,Shamoon,,false,[],17,55,"[""Shamoon"", ""Volatile Kitten""]"
actor-census--sha256:bbafc360e88672f1db770223000a1e97e6ff5e45d5b3a75defbf6f4866dc4764,Shark Spider,,false,[],2,4,"[""Shark Spider""]"
actor-census--mitre:G0104,Sharpshooter,G0104,false,[],5,10,"[""Sharpshooter""]"
actor-census--sha256:e703dae8bb952a4b432671a7e31648055e0ff4c8da41cae15373c5a867d0504d,Shifty Jackal,,false,[],1,1,"[""Shifty Jackal""]"
actor-census--mitre:G0091,Silence,G0091,false,[],15,36,"[""Silence"", ""Whisper Spider""]"
actor-census--sha256:4f1ced651b9b34dd8182e165512b5ca4ee7b5d662017f7c61b716720b29cb403,Silence Group,,false,[],3,6,"[""Silence Group""]"
actor-census--mitre:G0122,Silent Librarian,G0122,false,[],6,30,"[""Cobalt Dickens"", ""COBALT DICKENS"", ""Mabna Institute"", ""Silent Librarian"", ""TA407"", ""Yellow Nabu""]"
actor-census--mitre:G0083,SilverTerrier,G0083,false,[],2,5,"[""SilverTerrier""]"
actor-census--sha256:51b6c6165608bce54b556882436fea34fd980022f7611c75a254d1f051e07d85,Sima,,false,[],4,16,"[""Sima""]"
actor-census--sha256:f934517c864c47471cd15b3853558eb5c0a96e16ca8942d32257530edb4b4a7d,Singing Spider,,false,[],2,2,"[""Singing Spider""]"
actor-census--sha256:e342315eac361c305bde91f30d94113b313acf576d5f76fa78b2f893834a950b,SixLittleMonkeys,,false,[],3,11,"[""Microcin"", ""SixLittleMonkeys""]"
actor-census--sha256:8a4372f10d707941000b9228c1b4e9becf8d348800fadf55856a5e6f35467ae8,Slingshot,,false,[],5,20,"[""Slingshot""]"
actor-census--sha256:b9c341a24a1cedaf91f2172aff64621949a9a3558d08d68d75b3ade9399b9ddd,Snake Wine,,false,[],4,16,"[""Snake Wine""]"
actor-census--sha256:58e904d5f94ba56e9533770f796186b14d4e93e635875bbfd92a94c509354d33,Snowglobe,,false,[],6,23,"[""Animal Farm"", ""Snowglobe""]"
actor-census--mitre:G0054,Sowbug,G0054,false,[],4,17,"[""Sowbug""]"
actor-census--sha256:7bb7b9dde9b0d465c1cd9915fed6dd1be6bfb3de8973f3064cdabc60b4a6dd78,Sparkling Goblin,,false,[],1,1,"[""Sparkling Goblin""]"
actor-census--sha256:1b7a059e98909a7308e68899829acd845bd7cce99e7870f6ac0f97dbe61d559c,Spicy Panda,,false,[],2,2,"[""Spicy Panda""]"
actor-census--sha256:0f0e99f465a65c3cb8a7514fa35714553fc70d91c948679dc7a91fb3d79e6a06,Spiral,,false,[],3,6,"[""Spiral""]"
actor-census--sha256:c48db490d9ffad38e50702c589e38c52cfc328ff7a65bf81ed3afb4d3e03349f,SPIVY,,false,[],1,2,"[""SPIVY""]"
actor-census--sha256:83aafdefb652191b05ebd566010703c334cd7e354255867321efa6a152ccc9d3,Static Spider,,false,[],1,1,"[""Static Spider""]"
actor-census--mitre:G0038,Stealth Falcon,G0038,false,[],8,30,"[""Stealth Falcon""]"
actor-census--sha256:14fd11ed7b6e3c73c8f19af7929c88e6a7c89b8564111c03571f960af0d58dfe,STIBNITE,,false,[],1,1,"[""STIBNITE""]"
actor-census--sha256:8625dea1a61ca9e3a5fcf55b921dd370f092a1a00c71be6648c4bc29b6522b5f,Storm Cloud,,false,[],4,12,"[""Storm Cloud""]"
actor-census--sha256:188e6ace1e991b9ca08f156d9b1fe2029e8f4b2dcf283c88996e16898b53c7a7,sTOrm-0133,,false,[],1,1,"[""sTOrm-0133""]"
actor-census--sha256:aeefdc0fd1f68739b105bb7fce62c326ba5749944e71f18e3f4e9eaa771211fd,Storm-0156,,false,[],2,2,"[""Storm-0156""]"
actor-census--sha256:f3a91731fdcccc6723f42dce363b8e9a381604e6729229289bfeeba4a30a8dc4,Storm-0216,,false,[],2,2,"[""Storm-0216""]"
actor-census--sha256:4b7121357482e3ba20a7ac637a5719c39d6c033de918c35bca64f21d2f12c72f,Storm-0259,,false,[],1,1,"[""Storm-0259""]"
actor-census--sha256:97a48ee3cb9893e93db288afea30497c1b4f5bb055238fb952e9382013ff8cab,Storm-0324,,false,[],1,1,"[""Storm-0324""]"
actor-census--sha256:77c25a987a9eee17fd6376c4d4d15614d4a0354f11a55e90f0649389f64cfcaf,Storm-0381,,false,[],1,2,"[""Storm-0381""]"
actor-census--sha256:ead1629014645c1ce669cd5aa8f238e40b0c5a0f1d0e48ce01723ea5cfacee2f,Storm-0391,,false,[],1,1,"[""Storm-0391""]"
actor-census--sha256:1ed1c381f3a1f1c686262fd4256bbde60983c15dbfa5b97846380cd25559251f,Storm-0485,,false,[],1,1,"[""Storm-0485""]"
actor-census--mitre:G1053,Storm-0501,G1053,false,[],7,10,"[""Storm-0501""]"
actor-census--sha256:8fae85001cc510286d75c089a74d069e4ed51f8dc3f3946ef1cb93940ca87d28,Storm-0506,,false,[],3,3,"[""Storm-0506""]"
actor-census--sha256:de35227a18a41ef6939680b1a5fc91cd61d60b7911ef7821ff6e22af49c0a8d6,Storm-0530,,false,[],8,23,"[""DEV-0530"", ""H0lyGh0st"", ""Storm-0530""]"
actor-census--sha256:8c6e400645546b1629eae07e921d5e168ae5c8ead045a6b6e80ffbaef0a33783,Storm-0539,,false,[],1,3,"[""Storm-0539""]"
actor-census--sha256:aa553e3e848d79ebb7f35731cea61fe20ea06acffa5b460e056c7165edb2e4a0,Storm-0558,,false,[],5,14,"[""Storm-0558""]"
actor-census--sha256:c10446a17944d171a9e77ae640da6ea6812cda342087a7c06810dbfd5d8ed69a,Storm-0589,,false,[],1,1,"[""Storm-0589""]"
actor-census--sha256:dbb40d82467c649c2e9f2cb4166220f9ed7a36d293159d22580ed04798faf52a,Storm-0593,,false,[],1,4,"[""Storm-0593""]"
actor-census--sha256:080214e829d6c9ad799b9be12474519913ed6eed47ad63fc6da7038857d4817a,Storm-0601,,false,[],1,1,"[""Storm-0601""]"
actor-census--sha256:77d3c06c081a8e5634fe91e644ff104cef6bb26eea59c59feac999807b64e1b8,Storm-0744,,false,[],1,2,"[""Storm-0744""]"
actor-census--sha256:22e992feba2ccc59e8f688795f56717ce354cebf25cc6bad0f22fc15dd169280,Storm-0784,,false,[],2,3,"[""Storm-0784""]"
actor-census--sha256:a29273ffdc677c9399fabbacd3eec6ab00db04a19d61de8ebf074f2d08ba754f,Storm-0829,,false,[],1,2,"[""Storm-0829""]"
