actor_id,canonical_name,mitre_group_id,is_profiled,catalog_slugs,mention_source_count,mention_count,aliases
actor-census--sha256:87b3b63ca97d4abedb3ec7fe2e55e91c2c6f0462dd71c804894230e28b5bb2d9,Storm-0835,,false,[],1,2,"[""Storm-0835""]"
actor-census--sha256:4d84399446964b1bab9410c8c85a6566b80b0df101999037f3d703e26007a28e,Storm-0842,,false,[],2,2,"[""Storm-0842""]"
actor-census--sha256:5575215d850f30aaa5ecfa4a01d2017324baba8ff62a95a8bc3cc37f7d18cb31,Storm-0844,,false,[],1,1,"[""Storm-0844""]"
actor-census--sha256:51128ec648cbd7809b9d0a0d692b8c994a6aa254743bfd3bcb539ea8a77d6f3e,Storm-0861,,false,[],1,1,"[""Storm-0861""]"
actor-census--sha256:6ac5d17fd82dab1f1c4aea219270cd308d5c8b9df183da26bc44527d192eadc0,STORM-0866,,false,[],1,1,"[""STORM-0866""]"
actor-census--sha256:3e8406c78e5909d0cab8f104d584fb24733c32a3f92ac92463c58ba314966403,Storm-0867,,false,[],2,3,"[""Storm-0867""]"
actor-census--sha256:f90d788b65a663c6a95584cb7fecdd28bf2ab6700e343f1a3b034aa1a2aa59bc,Storm-0940,,false,[],1,2,"[""Storm-0940""]"
actor-census--sha256:f72da16a5c4672233b43dbdf8c39fa9c5546e3024c8d88cae7afb38a8391a380,Storm-0971,,false,[],1,2,"[""Storm-0971""]"
actor-census--sha256:606bea65a643219cdefafc7af73b5e2b5004935da8fe67093fb7152fe4f75ed0,Storm-0978,,false,[],7,16,"[""Storm-0978""]"
actor-census--sha256:ed6e1675e0815b55dc4fc94d44d231169bc27062de85cf7feb2d0ca65527eb5b,Storm-1084,,false,[],2,2,"[""Storm-1084""]"
actor-census--sha256:4ec6c4d7eb36b499898f88cc3f6e53daed54bc76bc21c6e9549b74f9eb13ce12,Storm-1099,,false,[],1,2,"[""Storm-1099""]"
actor-census--sha256:d8841f71cc7cd88fbba565393df99cabbdcff8e4a5a870db3d1f6094093218a5,Storm-1101,,false,[],2,3,"[""Storm-1101""]"
actor-census--sha256:db7f2813c621301e9e74a3e0a0206a4e48ed9b2b32ccc100e83556a2d5f8c9b1,Storm-1113,,false,[],1,1,"[""Storm-1113""]"
actor-census--sha256:1690c8f8e2379ebe6a9c04b304beb6a5835d9339000e3ba018fc1be1e58c4ef0,Storm-1133,,false,[],1,5,"[""Storm-1133""]"
actor-census--sha256:cfec47743ab2abc073a238f1e8ab75b63da36d75f289ae854706baf850d63c85,Storm-1175,,false,[],4,4,"[""Storm-1175""]"
actor-census--sha256:3457535d973e9f1eeeb5fc64914d3892245dea889f631ad6a627520abc8eef97,Storm-1376,,false,[],1,1,"[""Storm-1376""]"
actor-census--sha256:be6fc44e823c3a8167d79510cb84e0d05ba38ab12f1849b149e447c529fbf497,Storm-1516,,false,[],3,9,"[""Storm-1516""]"
actor-census--sha256:0dd44fd0e4eb475237581134c946ccc6e117396014de1dac54c7ec9f3d60a3e1,Storm-15162,,false,[],1,1,"[""Storm-15162""]"
actor-census--sha256:65a9c8b7e95cd5a099046fe145f1166ec33ea16c370e72c65d33b7b11390ec8a,Storm-15166,,false,[],1,1,"[""Storm-15166""]"
actor-census--sha256:6995845dc43bebf2c3fd57b7b228813040e2d807ba25169cf35090a292354614,STORM-1575,,false,[],2,6,"[""STORM-1575""]"
actor-census--sha256:dbaa275f3b078afcbfe2580a074d2d7d5043c37a5f9c20e2b95698edffa93c33,Storm-1679,,false,[],6,9,"[""Storm-1679""]"
actor-census--sha256:f839019bf17219119dbc6df6c1704e53281d94940b766f3fc0a8f93740bff4a1,Storm-1747,,false,[],1,1,"[""Storm-1747""]"
actor-census--mitre:G1046,Storm-1811,G1046,false,[],3,9,"[""Storm-1811""]"
actor-census--sha256:cc04075f9697a54e0ada694798971078dcb7a0eb27d957bae78a1f1ab90a1325,Storm-1849,,false,[],1,1,"[""Storm-1849""]"
actor-census--sha256:f04010693ae9a0253ebb90e06759d11b74cd922a9b0ae0fc4ecc33d26e297dfd,Storm-1865,,false,[],2,3,"[""Storm-1865""]"
actor-census--sha256:2fecf7edb6ee6d637e8b48abcd0856c24a72959d047dfd8b9cd7023b4ea0442c,Storm-1919,,false,[],1,1,"[""Storm-1919""]"
actor-census--sha256:a4a542c014e9099dce3a15db8aba80ac420ad8e8e61f4a8d1321f455198b0d45,Storm-2035,,false,[],1,1,"[""Storm-2035""]"
actor-census--sha256:701033b373a20949b196f37db413452c8837e220c6c34eb74535d350655a518f,Storm-2049,,false,[],1,1,"[""Storm-2049""]"
actor-census--sha256:940a3e6359a42a458ee026428a0cb59c82b174ea10c0680d6cd50de3a7a827eb,Storm-2077,,false,[],1,1,"[""Storm-2077""]"
actor-census--sha256:34edd9426695c04bea27faeeaa9de6db222ec2ce55e2c982c6d2acdccd8ebc19,Storm-2126,,false,[],1,1,"[""Storm-2126""]"
actor-census--sha256:654f26649d88e920248d66b3af3bbf6f2ad49961d5516fe64642d485785e7629,Storm-2139,,false,[],1,4,"[""Storm-2139""]"
actor-census--sha256:35f79628699ebb470bd6157e040f9e39cc19978cc6032d79560e809290e197cb,Storm-2227,,false,[],1,1,"[""Storm-2227""]"
actor-census--sha256:e0297d339b5d27a503f723e780988318a96b283e6428eb69c65556722b69a8b3,Storm-2372,,false,[],2,2,"[""Storm-2372""]"
actor-census--sha256:7613af0ea184121118722cec8742c6ebbff02a58ada836e653d9fe5b842dc486,Storm-2502,,false,[],1,1,"[""Storm-2502""]"
actor-census--sha256:62dd3b72d261a04130d4ae0abd7a7b8bb2ada23af513246eb276e6c6b8252e03,Storm-2603,,false,[],1,1,"[""Storm-2603""]"
actor-census--mitre:G0041,Strider,G0041,false,[],5,19,"[""ProjectSauron"", ""Strider""]"
actor-census--mitre:G0039,Suckfly,G0039,false,[],5,21,"[""Suckfly""]"
actor-census--sha256:8f398886c326b5f8f07b20ac250c87de6723e062474465273fe1524f2b9092fa,SunFlower,,false,[],4,9,"[""Cheshire Cat"", ""Flowershop"", ""MoonFlower"", ""SIG17 / SIG18"", ""SunFlower""]"
actor-census--sha256:c65124143965554fa567c71872b4fbe2f950ec1e430d74e59a1b9d64f4888f11,Sunglow Blizzard,,false,[],2,4,"[""DEV-0665"", ""Sunglow Blizzard""]"
actor-census--sha256:dadd1e31eca579dd7700d53aed638ce69fe4bdfb9531c5e251c973cfc5e9f0d6,SVCMONDR,,false,[],4,14,"[""SVCMONDR""]"
actor-census--sha256:55db5634aba527a0a03ff83327085271e0cecc17522108311043b7fc58e4df71,Syrian Electronic Army (SEA),,false,[],3,8,"[""Deadeye Jackal"", ""Syrian Electronic Army (SEA)""]"
actor-census--sha256:20f4e2207b3e35e1fa807fcf68cc9b199bca5899ca70be6723a31394b076a32c,TA2101,,false,[],3,10,"[""TA2101""]"
actor-census--mitre:G1018,TA2541,G1018,false,[],3,8,"[""TA2541""]"
actor-census--sha256:3a9e400edfa646cf556300d4c364be291027ceccf255531f4eb01aeabfdf1227,TA402,,false,[],4,9,"[""TA402""]"
actor-census--sha256:848395937a677c067941d27226766112fdd4569591f1b25031db1d7fd55ca0d0,TA404,,false,[],2,2,"[""TA404""]"
actor-census--sha256:cb8276ae4349b5d6713f68da3a1eb9e4c73d7412c7ac66bfdd8b113a1d53180a,TA406,,false,[],5,10,"[""TA406""]"
actor-census--sha256:8863c8925819479f5d471f05e8ea0ed5a542d63322b859dd08fc8256de5d83df,TA408,,false,[],3,8,"[""TA408""]"
actor-census--sha256:3c584eb02819993c772431cb2c0ca6e4b9f7f69ce9e4518d34199948ddaf033f,TA410,,false,[],4,12,"[""TA410""]"
actor-census--sha256:433e93aede298f7e5e676fcccb787ab7bfa464761e88b64c88a19df19fca43d7,TA413,,false,[],5,8,"[""TA413""]"
actor-census--sha256:84e1207e8c71a74f825883accd22c8b197f36216c6ecf3318d1f963a0408a696,TA415,,false,[],1,1,"[""TA415""]"
actor-census--sha256:73f851048f27553c48e510258483c6b88ccea0e738f1e3659869a2deb7246d83,TA422,,false,[],2,2,"[""TA422""]"
actor-census--sha256:1f8ea255bdbf7a77baa975081881f01297771f53df4a90f974689814863344ba,TA444,,false,[],6,6,"[""TA444""]"
actor-census--sha256:2d1035894b708a939d09494c600acc7b4986519e3b5c87b5c6e3963875dadd9a,TA451,,false,[],3,3,"[""TA451""]"
actor-census--sha256:17b612d8ff39beff97089a84843812249e073c3a4605fa70e19d52190d43c9d3,TA454,,false,[],1,1,"[""TA454""]"
actor-census--sha256:3d7665d39f340dbee5fddbaa6066ee5d7d20445160abd189b16447f1adeaea4e,TA455,,false,[],4,9,"[""TA455""]"
actor-census--sha256:48c5273a6adc35a8de4ec1b080bbf5dc604e279e72dad7f87310cd4ed52fb43b,TA4563,,false,[],4,7,"[""TA4563""]"
actor-census--mitre:G0062,TA459,G0062,false,[],4,13,"[""TA459""]"
actor-census--sha256:65cf3c55769a8bda38296b2cf07635349c70e8fce99b2fd848bd2025b7398ff5,TA482,,false,[],1,5,"[""TA482""]"
actor-census--sha256:2b822a2d92920f4f5fb312d307348f383eecb677f6b0fb7c6a91b23f4ae0e2fd,TA4900,,false,[],1,1,"[""TA4900""]"
actor-census--mitre:G0092,TA505,G0092,false,[],42,144,"[""CHIMBORAZO"", ""DEV-0950"", ""Evil Corp"", ""FIN11"", ""GOLD TAHOE"", ""Hive0065"", ""Indrik Spider"", ""Lace Tempest"", ""SectorJ04"", ""Spandex Tempest"", ""TA505"", ""TA505 (merged w/Indrik Spider)""]"
actor-census--sha256:2559adfa7304d3f70e89bf0ad0d18b9eafdd6b1c1b07bc3e21ff67eb89d370a0,TA511,,false,[],1,2,"[""TA511""]"
actor-census--sha256:bc210a093cf778aa6026f005ea4a7126e441bfb15808d22c97df85138d7626fd,TA516,,false,[],2,7,"[""SmokingDro"", ""TA516""]"
actor-census--sha256:71045ebe72ea103091109fbef667e80e010a18d646a8ceae53df1cf121cc026f,TA530,,false,[],2,6,"[""TA530""]"
actor-census--sha256:4ac91bd2d8a1de23da052ac16c3eba80272ca844b4411148a023281cb7d577dd,TA543,,false,[],2,7,"[""Sagrid"", ""TA543""]"
actor-census--sha256:8145a55cf7b5babbb56e746e459f20806f3aad2cc2bedb320999c84bf557e646,TA544,,false,[],5,10,"[""TA544""]"
actor-census--sha256:4fa5d1a34d50b5a24c1886ea4c77541c49f7c0d6aa8c8c71cfc84b65ab70b5f0,TA545,,false,[],1,2,"[""AirCanada"", ""TA545""]"
actor-census--sha256:3183a94d8ecaef0c5ab93a91141424a33d4bac0c16813749700872124a3cde19,TA547,,false,[],3,12,"[""TA547""]"
actor-census--sha256:50d9f4c2b36ff7c93a1a66f55de509d3953c385fa050270803c5713c49c0a67a,TA549,,false,[],3,3,"[""TA549""]"
actor-census--mitre:G0127,TA551,G0127,false,[],6,23,"[""GOLD CABIN"", ""Shathak"", ""TA551""]"
actor-census--sha256:e0ee27d636d087c1026e4bbc6adaa2052b35b0f12eb0eaa7150df8dc573e81b5,TA554,,false,[],1,4,"[""TA554""]"
actor-census--sha256:e77534d1f053689f641871c8042646c515cb3c877ef6f1e02562f7ce9776f4ed,TA555,,false,[],2,5,"[""TA555""]"
actor-census--sha256:9d4c6ab08e6d20071f697e780559727d00a73f060f5830dd30b34b88b52b0c6c,TA558,,false,[],2,6,"[""TA558""]"
actor-census--sha256:3b1a856f14bcc3949104c610996c410facbfc06cdbf5100c5237eeb014f4c2cb,TA564,,false,[],1,2,"[""Captain Cha"", ""TA564""]"
actor-census--sha256:5f2d7464e82399605815d6b69f991327a78183fd923c21b6c17ad78d95d954ea,TA570,,false,[],1,1,"[""TA570""]"
actor-census--sha256:aea9d2d021cfdbe5e695c4bed3d4d352015879c27c68e8b9b327d519ded8ba7c,TA571,,false,[],4,7,"[""TA571""]"
actor-census--sha256:b210e19048b9a5e30dbbb37c39830fe90b56609138f5ce1c351a6a3170788854,TA575,,false,[],2,9,"[""TA575""]"
actor-census--mitre:G1037,TA577,G1037,false,[],7,12,"[""TA577""]"
actor-census--mitre:G1038,TA578,G1038,false,[],0,0,"[""TA578""]"
actor-census--sha256:c7f9926104b5684cb7af735f018e97d427ce813f11936a7d08cf3be7267826b1,TA580,,false,[],1,1,"[""TA580""]"
actor-census--sha256:d19e818d566a74a99e642fcf2551f29537014479423592df5ac2b583ca85e0c2,TA582,,false,[],1,1,"[""TA582""]"
actor-census--sha256:048dd87316ee9c71e2503ef6c4e87b93d4acd192f143f6043c74dd3c9e16f9bb,TA800,,false,[],1,5,"[""TA800""]"
actor-census--sha256:edf05496565608510d9324d5c9683e15d3cc1146a4d874c8f2a4de23d5df47c3,TA866,,false,[],1,1,"[""TA866""]"
actor-census--sha256:4e4d2d45190818c86e3657a31b07bab73444c4320fd032cc46bcb84b21126ae0,TAG-0530,,false,[],1,1,"[""TAG-0530""]"
actor-census--sha256:f9140773a9ecb5acf1aff6787f10c9052d75efa03f0494f0ac9e2f5501fe89b1,TAG-0700,,false,[],1,1,"[""TAG-0700""]"
actor-census--sha256:665f87e51c6a9a0316ddb593609f89a387290e3b47b025126c3db279b9e7783d,TAG-110,,false,[],1,2,"[""TAG-110""]"
actor-census--sha256:f4f033a9716daee4bde5744af29418a5b3ef0daa3a1eaba9e562ea47737672c1,TAG-26,,false,[],1,1,"[""TAG-26""]"
actor-census--sha256:12964a436c97f851e98957151ca1ef4e1f17eaafb2532226fd3076bb9b2afcee,TAG-38,,false,[],1,4,"[""TAG-38""]"
actor-census--sha256:6ea8b9d63b6b47cfe0749d3bf7fa2c97513f40591ddfa08c9385bb87027df00b,TAG-45,,false,[],1,4,"[""TAG-45""]"
actor-census--sha256:1fbc958f2fc738360dcb3820d825a64a51a5a2fdf4d799201dd2286cec0432c8,TAG-56,,false,[],1,1,"[""TAG-56""]"
actor-census--sha256:316c425e4ffd67fec4b821f6caa0c73e524e0a93f743293ebef6cf40b21aa188,TAG-70,,false,[],2,2,"[""TAG-70""]"
actor-census--sha256:bcf1e30707bd74851a24c20be2e411aeb16895eeb68a37998806c5edde942184,TAG-71,,false,[],1,1,"[""TAG-71""]"
actor-census--sha256:7efd3e0d96136ea4a867199b2899cdc8fda4fc92c70052cf891caf8ea335b72f,TAG-82,,false,[],1,3,"[""TAG-82""]"
actor-census--sha256:8b50ff07a4d12d1edba8a54b4ace232689889c82419a5ce4dcb72cfde41ba85e,TAG-83,,false,[],1,2,"[""TAG-83""]"
actor-census--mitre:G0015,Taidoor,G0015,false,[],4,16,"[""Taidoor""]"
actor-census--sha256:1cced50582218a70088da8ca9e987ff1e7e9cf6e04b8d282bbb0b464248aa4ce,Taskmasters,,false,[],3,11,"[""Taskmasters""]"
actor-census--sha256:fe6366397a8848902b0e0164f4f9285c2091711ff1db72a0509b33a7ffc0c6df,TeamSpy Crew,,false,[],5,20,"[""SIG39"", ""TeamSpy Crew""]"
actor-census--mitre:G0139,TeamTNT,G0139,false,[],5,13,"[""TeamTNT""]"
actor-census--mitre:G0088,TEMP.Veles,G0088,false,[],10,31,"[""TEMP.Veles"", ""TRISIS"", ""Triton"", ""XENOTIME"", ""Xenotime""]"
actor-census--sha256:98445a3a53654a7c3f6f324f298ff0e7985722aecf70f58eddce9bf6ce92d7c6,TEMP.Zhenbao,,false,[],3,4,"[""TEMP.Zhenbao""]"
actor-census--sha256:8e9cbc9eed1aefe31903960ddb37f9276e6c4a09c860e7e70f173e9e339d7b5e,Tempting Cedar,,false,[],2,5,"[""Tempting Cedar""]"
actor-census--sha256:2e672ecd801ce25608e2e247613550fa4dbec430122939fa20f21119e857fbd2,Test Panda,,false,[],2,3,"[""Test Panda""]"
actor-census--sha256:02bc2b45fef02659533de8eaa398ebb7888fd3e6b532884434492f2b23168cd5,The Whois Hacking Team,,false,[],1,1,"[""The Whois Hacking Team""]"
actor-census--mitre:G0028,Threat Group-1314,G0028,false,[],0,0,"[""TG-1314"", ""Threat Group-1314""]"
actor-census--mitre:G0027,Threat Group-3390,G0027,false,[],25,74,"[""APT27"", ""BRONZE UNION"", ""BRONZE UNION, TG-3390"", ""Earth Smilodon"", ""Emissary Panda"", ""Group 35"", ""Iron Tiger"", ""Linen Typhoon"", ""LuckyMouse"", ""TEMP.Hippo"", ""TG-3390"", ""Threat Group-3390"", ""ZipToken""]"
actor-census--mitre:G1022,ToddyCat,G1022,false,[],3,12,"[""ToddyCat""]"
actor-census--mitre:G0131,Tonto Team,G0131,false,[],15,46,"[""Bisonal (malware)"", ""BRONZE HUNTLEY"", ""CactusPete"", ""Earth Akhlut"", ""Karma Panda"", ""Lone Ranger"", ""Tonto Team""]"
actor-census--sha256:089c579dfeac5ccef91ff94f71f612130fef9dfe150d8ba0d0c2a8fde0efa894,Toxic Panda,,false,[],4,5,"[""Toxic Panda""]"
actor-census--sha256:e5e0c100ea3eec032c713d5049b13f31a620b5c79b17c4a0a9b2e77646423c10,Tracer KItten,,false,[],2,4,"[""Tracer KItten""]"
actor-census--mitre:G0081,Tropic Trooper,G0081,false,[],12,44,"[""KeyBoy"", ""KeyBoys"", ""Pirate Panda"", ""Tropic Trooper""]"
actor-census--sha256:793587dca0fce0b97abe5170611a308005bd23f964a01dd426dae207e6312c95,Twisted Panda,,false,[],2,5,"[""Twisted Panda""]"
actor-census--sha256:c675759486fd56a072c7b988ee1e4c1edcb8a963435cff39d8d4d077b7ec348b,UAC-0001,,false,[],5,10,"[""UAC-0001""]"
actor-census--sha256:cbc676881c014dee1a8927fdc94cc34ef0e8b5d7e8289c6b5bfb5ca130379608,UAC-0002,,false,[],3,8,"[""UAC-0002""]"
actor-census--sha256:0a58db7612fa77bda28ccca82de574e5ba0fad9f6a1167632db50629a076e233,UAC-0003,,false,[],1,1,"[""UAC-0003""]"
actor-census--sha256:38f7fcb261032c37770210679c4ec1e37fa77867b56fcc00c3acd31f86870767,UAC-0006,,false,[],3,13,"[""UAC-0006""]"
actor-census--sha256:b814ae5a345da0a4e39fdf9e33fdf116929970eb7fa1d4af45385a222d914b36,UAC-0010,,false,[],7,16,"[""UAC-0010""]"
actor-census--sha256:3799fad742f1ac9bc2065cbf9054aef47b18c7901d2146a946f75273d1743e22,UAC-0020,,false,[],3,8,"[""UAC-0020""]"
actor-census--sha256:e2242f9ba213800db425e7852544dd494a9ca3acb1e072a2de966acb6557cb55,UAC-0026,,false,[],2,2,"[""UAC-0026""]"
actor-census--sha256:cc4e2ceed96b713788559a92601509d37243d4913b36c9d7b91d39ef915d3524,UAC-0027,,false,[],1,1,"[""UAC-0027""]"
actor-census--sha256:2a09a6c16c6a282d21a904f1df19a9ee93cdac52fce400417d914bad6eb3f7d3,UAC-0028,,false,[],7,9,"[""UAC-0028""]"
actor-census--sha256:d42fd5e6b43e2996415a2862bfebe27edc3bd52da1d25ae1415ff7abe50a9206,UAC-0029,,false,[],2,2,"[""UAC-0029""]"
actor-census--sha256:a2d422cc875cbb998a77ed827782f817e4010a678c2e8f9adcd9028aa99dbc6e,UAC-0035,,false,[],2,3,"[""UAC-0035""]"
actor-census--sha256:3ef24c1bc33531150aaa502037a90bd9e6207ad0833e0a0c518a44ff5d059ba7,UAC-0041,,false,[],2,6,"[""UAC-0041""]"
actor-census--sha256:34b353236f81add0ca2c009b91eea152fb14655ae625207cc11f5a226e40fc1b,UAC-0050,,false,[],6,13,"[""UAC-0050""]"
actor-census--sha256:c8f5e0c3c26038c58c76488f8c6c6ae2fb23c08f9860b9859166e34b59dcfbcc,UAC-0051,,false,[],1,1,"[""UAC-0051""]"
actor-census--sha256:a53ef32c85e3e46ed9afa8a470cabee18669dded3efc8e747a00735ffb65c638,UAC-005611,,false,[],1,1,"[""UAC-005611""]"
actor-census--sha256:e2bf62bd598d7c98543efe39071e26ba486e4963bc8ec32fc6d383d3a2c0e349,UAC-0057,,false,[],2,4,"[""UAC-0057""]"
actor-census--sha256:4718eeb0544d14c6b1683c3bff12818f33d7cd4fda205fc75033e38bf1e13f66,UAC-0063,,false,[],2,2,"[""UAC-0063""]"
actor-census--sha256:018d8c053e478a488dc90542587a1382e22c425ba0f85f3435641c6c73ab3170,UAC-0082,,false,[],5,10,"[""UAC-0082""]"
actor-census--sha256:42aa608e060ec4419fa928de5da4cfbc36e4c9926471b3f4aaa29533810cd33e,UAC-0084,,false,[],1,1,"[""UAC-0084""]"
actor-census--sha256:4ed755c3d354fb129a1c3c8c465fb91135a49f8e273ffd5a48a8425f35735f8c,UAC-0088,,false,[],1,2,"[""UAC-0088""]"
actor-census--sha256:5d01a2a858776d66f399b36d85df6dfc0d7e9ecbd8bd04de685fe61bc41cecc9,UAC-0094,,false,[],1,1,"[""UAC-0094""]"
actor-census--sha256:180daa3c0fbc4bf511a39c077c383353b0b1b567c91ee15a47917e07df949dda,UAC-0096,,false,[],1,1,"[""UAC-0096""]"
actor-census--sha256:f86f65d90f26a51abc5fcac35c18991fc2e4fe7ccc7242cc8fb25adbbf5617f4,UAC-0097,,false,[],2,5,"[""UAC-0097""]"
actor-census--sha256:016fa49c0ebe8c9b5fd0c22512d09be5be32a2f2f116d9f83d949539849192a5,UAC-0098,,false,[],2,6,"[""UAC-0098""]"
actor-census--sha256:60ebf5791f21864351bf952f51fadc738c66bc6199d5062c0af0dad3c01462ee,UAC-0099,,false,[],4,10,"[""UAC-0099""]"
actor-census--sha256:17ebe83334b02aeba32d9bff6fb1fe7ad8d0ffc00fc0962e4d4d116a7037bf06,UAC-0100,,false,[],3,7,"[""UAC-0100""]"
actor-census--sha256:68b75c4fd6ab0d40e249957ac7e3e719c56f2b272d7dd9e250c193e4ded8aa8a,UAC-0101,,false,[],1,1,"[""UAC-0101""]"
actor-census--sha256:295a739decf8f78bd80ac9b94ddaf8000b1ee6df45a46cb5304b6d295ca2fb54,UAC-0104,,false,[],1,1,"[""UAC-0104""]"
actor-census--sha256:6c44ffe12dee7ee3d220e939c04dccc56dbe04e396a268e25f52a0df74f5bd84,UAC-0105,,false,[],1,1,"[""UAC-0105""]"
actor-census--sha256:a2c0df1b27b294ff23e064d25948a58c5565bde310aa4494499aa7270a99fd91,UAC-0106,,false,[],1,1,"[""UAC-0106""]"
actor-census--sha256:d9c78ee39e82ad07daa45302499b9f7776648fa96f37eae934fca1f126811e09,UAC-0107,,false,[],2,4,"[""UAC-0107""]"
actor-census--sha256:61074cc64d35842c6c8af25cf2a311dc18b11658be7eda772b88ecf4efd5426c,UAC-0108,,false,[],1,1,"[""UAC-0108""]"
actor-census--sha256:25c687dc0747d058fc30177ad4c7878410320c2cf7c5e70847f0a0f765c2d4b2,UAC-0109,,false,[],2,4,"[""UAC-0109""]"
actor-census--sha256:4c3db63ecfc117c4cfd61a53cb8ea20fd05d300fa37e7bdc0eb3a9ba11ed6844,UAC-0113,,false,[],2,7,"[""UAC-0113""]"
actor-census--sha256:00cf6724c566cfb09ee9b71bf8fae23d511420016e7c82dad993f06600c11e55,UAC-0120,,false,[],1,1,"[""UAC-0120""]"
actor-census--sha256:cd91cbc8f6eb242aa19a967e311580b752c9f199d0b21e7aa0ab3e67a12ab2c8,UAC-0125,,false,[],1,3,"[""UAC-0125""]"
actor-census--sha256:45b4f4da47e8cbe15101ad6f4fa988bb2c0986fb8bc904eb134135794e9d4c97,UAC-0132,,false,[],1,3,"[""UAC-0132""]"
actor-census--sha256:39fbb7e61962c2e677e1d911beff1438ce59467a36cccc0087f99e5f92afd027,UAC-0133,,false,[],4,4,"[""UAC-0133""]"
actor-census--sha256:60f8160062ddc48b50e092ac13619044dea44133f5b826f74b30e01c708a2b15,UAC-0142,,false,[],1,1,"[""UAC-0142""]"
actor-census--sha256:ca7388d95d5f06fb1aeb486b9986c9c2d500c004142de90e6bf7f5c3bdedfc70,UAC-0149,,false,[],1,3,"[""UAC-0149""]"
actor-census--sha256:1ed64c5696de7fbf426452196658aa90911260bb5356e6a4a163b291ee3e885f,UAC-0150,,false,[],1,1,"[""UAC-0150""]"
actor-census--sha256:911cdee990be32f85e16563fc839247b72a57b61348bbbeada621ac3ceeb650d,UAC-0165,,false,[],2,4,"[""UAC-0165""]"
actor-census--sha256:a6b90ea9a0664fa506792a88700b28bea7b44be6d58c7b2d50cd620b37e45b9b,UAC-0180,,false,[],3,6,"[""UAC-0180""]"
actor-census--sha256:a54e285dacb1ddc9aba0672a10aad716bdeb9b31defc063915d0480a76f922c3,UAC-0184,,false,[],3,7,"[""UAC-0184""]"
actor-census--sha256:555b8e543daeac515c59e5e023b704a07e549ef657fd04816b66703bdbff9772,UAC-0185,,false,[],2,4,"[""UAC-0185""]"
actor-census--sha256:ddb03f8c6933bc851bf62601cca2dd9f65dbdfc5e8bfb8558d599fef02879ddf,UAC-0188,,false,[],1,1,"[""UAC-0188""]"
actor-census--sha256:11869b204c255c44a65135953a4afd08a0f0ce3cd1d06e1b623f6977d23ed069,UAC-0190,,false,[],1,1,"[""UAC-0190""]"
actor-census--sha256:7200b8ad9786a7fed5bd8e8c73b3bfea36698a4d65fdebfc21e045bf95fe384c,UAC-0194,,false,[],2,2,"[""UAC-0194""]"
actor-census--sha256:f1f8ed42a19623e986d1e92e273c5ad7bf19dfa897273b59194f6dcf4ba258d2,UAC-0195,,false,[],1,2,"[""UAC-0195""]"
actor-census--sha256:5cfdeaaacbe4665fc66a84aa1b5513363f9e9a2c68db6348a440aa51d116f869,UAC-0200,,false,[],2,2,"[""UAC-0200""]"
actor-census--sha256:03c1956cacea1e2f5ae90b39f3ace23dfd58ee3300564dfba55264b2ab7d5fa5,UAC-0210,,false,[],1,1,"[""UAC-0210""]"
actor-census--sha256:dccf23b41afc5a73570e98ea3fa18f2874e66ea32099ce60882e7607be32f9fe,UAC-0212,,false,[],2,3,"[""UAC-0212""]"
actor-census--sha256:3e889e93d44ca7fd9babd50cba34233a89210bc30092c93cbea0d856ffac6aab,UAC-200,,false,[],1,1,"[""UAC-200""]"
actor-census--sha256:013e94334f318165f5aa78b21a8820fb804eb1b19c1e063b85b0627175250657,UNC1066,,false,[],1,1,"[""UNC1066""]"
actor-census--sha256:5c3ae34aceded4acfa643debac13d76e22070fbf09759af2ed4ec1554ff89b76,UNC1069,,false,[],7,14,"[""UNC1069""]"
actor-census--sha256:cf1be22b3af69077c0fd2c2700cd3da58b6b78cb916730da4720fbdbc0491618,UNC1115,,false,[],1,1,"[""UNC1115""]"
actor-census--sha256:8925a937b870b484b438eab3353773f5cc37cfc147572841b4d85dda5a8e139f,UNC1130,,false,[],1,5,"[""UNC1130""]"
actor-census--sha256:681d15b1ba69cd036c263802b5872ee89e700d966f4744d165d087d375e5b0b8,UNC1326,,false,[],3,6,"[""UNC1326""]"
actor-census--sha256:83613fecb1fc50c456c8d90c050fe2f8f3d80a7e6cfa9f178953c63e172ce4de,UnC1530,,false,[],1,2,"[""UnC1530""]"
actor-census--sha256:4818cc9182251739dc42b75f5291ae215b32b54cdbf2eccc07006c86aaa24450,UNC1549,,false,[],3,4,"[""UNC1549""]"
actor-census--sha256:23c5d395615b10f7381c2d15cb1dcfac5e2bde6aa7a1387784f5cfbcf68102e6,UNC1758,,false,[],2,4,"[""UNC1758""]"
actor-census--sha256:375fbd4246a13551c2c52f8c80d62604eb9a605c48b6d1df0b2837726dd806ee,UNC1860,,false,[],1,2,"[""UNC1860""]"
actor-census--sha256:42ae0aa1a5e51a16e9b00627f215366be445aaf853dc78f8af0818e1706ca218,UNC1873,,false,[],1,1,"[""UNC1873""]"
actor-census--sha256:1fe28041a2a6d5369c7fa39686b47c1c6594ca6de6b5872e2568579e5e910a6c,UNC187855,,false,[],1,1,"[""UNC187855""]"
actor-census--sha256:e0dc71d8594189d6ac96937e252c09ff2b010c24d7bece5caa2caf02c6f393ab,UNC1908,,false,[],1,3,"[""UNC1908""]"
